name,actions,inputRequired,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,traits/6,requirements,trigger,toggle,hideChoices,charges,cost,frequency,cooldown,cooldownAfterEnd,maxDuration,durationDependsOnTarget,target,cannotTargetCaster,showonSkill,desc,specialdesc,critsuccess,success,failure,critfailure,targetNumbers/0/number,gainConditions/0/activationPrerequisite,gainConditions/0/addValue,gainConditions/0/choice,gainConditions/0/choiceBySubType,gainConditions/0/choiceLocked,gainConditions/0/duration,gainConditions/0/hideChoices,gainConditions/0/name,gainConditions/0/source,gainConditions/0/targetFilter,gainConditions/0/value,gainConditions/1/activationPrerequisite,gainConditions/1/choice,gainConditions/1/choiceLocked,gainConditions/1/choiceBySubType,gainConditions/1/copyChoiceFrom,gainConditions/1/duration,gainConditions/1/name,gainConditions/1/source,gainConditions/1/targetFilter,gainConditions/1/value,gainConditions/2/activationPrerequisite,gainConditions/2/choice,gainConditions/2/choiceLocked,gainConditions/2/duration,gainConditions/2/name,gainConditions/2/source,gainConditions/2/targetFilter,onceEffects/0/affected,onceEffects/0/value,castSpells/0/_className,castSpells/0/level,castSpells/0/name,castSpells/1/_className,castSpells/1/level,castSpells/1/name,showActivities/0,showSpells/0/level,showSpells/0/name,heightenedDescs/0/level,heightenedDescs/0/descs/0/value,heightenedDescs/0/descs/0/variable,heightenedDescs/0/descs/1/value,heightenedDescs/0/descs/1/variable,heightenedDescs/1/level,heightenedDescs/1/descs/0/value,heightenedDescs/1/descs/0/variable,heightenedDescs/1/descs/1/value,heightenedDescs/1/descs/1/variable,heightenedDescs/2/level,heightenedDescs/2/descs/0/value,heightenedDescs/2/descs/0/variable,heightenedDescs/2/descs/1/value,heightenedDescs/2/descs/1/variable,heightenedDescs/3/level,heightenedDescs/3/descs/0/value,heightenedDescs/3/descs/0/variable,heightenedDescs/3/descs/1/value,heightenedDescs/3/descs/1/variable,heightenedDescs/4/level,heightenedDescs/4/descs/0/value,heightenedDescs/4/descs/0/variable,heightenedDescs/4/descs/1/value,heightenedDescs/4/descs/1/variable,heightenedDescs/5/level,heightenedDescs/5/descs/0/value,heightenedDescs/5/descs/0/variable,heightenedDescs/5/descs/1/value,heightenedDescs/5/descs/1/variable,heightenedDescs/6/level,heightenedDescs/6/descs/0/value,heightenedDescs/6/descs/0/variable,heightenedDescs/6/descs/1/value,heightenedDescs/6/descs/1/variable,heightenedDescs/7/level,heightenedDescs/7/descs/0/value,heightenedDescs/7/descs/0/variable,heightenedDescs/7/descs/1/value,heightenedDescs/7/descs/1/variable,heightenedDescs/8/level,heightenedDescs/8/descs/0/value,heightenedDescs/8/descs/0/variable,heightenedDescs/8/descs/1/value,heightenedDescs/8/descs/1/variable,heightenedDescs/9/level,heightenedDescs/9/descs/0/value,heightenedDescs/9/descs/0/variable,heightenedDescs/9/descs/1/value,heightenedDescs/9/descs/1/variable,heightenedDescs/10/level,heightenedDescs/10/Descs/10/value,heightenedDescs/10/Descs/10/variable,heightenedDescs/10/Descs/1/value,heightenedDescs/10/Descs/1/variable,heightenedDescs/11/level,heightenedDescs/11/Descs/10/value,heightenedDescs/11/Descs/10/variable,heightenedDescs/11/Descs/1/value,heightenedDescs/11/Descs/1/variable,heightenedDescs/12/level,heightenedDescs/12/Descs/10/value,heightenedDescs/12/Descs/10/variable,heightenedDescs/12/Descs/1/value,heightenedDescs/12/Descs/1/variable,heightenedDescs/13/level,heightenedDescs/13/Descs/10/value,heightenedDescs/13/Descs/10/variable,heightenedDescs/13/Descs/1/value,heightenedDescs/13/Descs/1/variable,heightenedDescs/14/level,heightenedDescs/14/Descs/10/value,heightenedDescs/14/Descs/10/variable,heightenedDescs/14/Descs/1/value,heightenedDescs/14/Descs/1/variable
Counterspell (Prepared),Reaction,Use the triggering spell as a counterspell in your spell list.,Abjuration,Arcane,Wizard,,,,,,A creature Casts a Spell that you have prepared.,,,,,,,,,,other,,,"When a foe Casts a Spell and you can see its manifestations, you can use your own magic to disrupt it. You expend a prepared spell to counter the triggering creature's casting of that same spell. You lose your spell slot as if you had cast the triggering spell. You then attempt to counteract the triggering spell.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conceal Spell,1A,,Concentrate,Manipulate,Metamagic,,,,,,,,,,,,,,,,self,,"Deception, Stealth","Hiding your gestures and incantations within other speech and movement, you attempt to conceal the fact that you are Casting a Spell. If the next action you use is to Cast a Spell, attempt a Stealth check against one or more observers' Perception DCs; if the spell has verbal components, you must also attempt a Deception check against the observers' Perception DC. If you succeed at your check (or checks) against an observer's DC, that observer doesn't notice you're casting a spell, even though material, somatic, and verbal components are usually noticeable and spells normally have sensory manifestations that would make spellcasting obvious to those nearby.

This ability hides only the spell's spellcasting actions and manifestations, not its effects, so an observer might still see a ray streak out from you or see you vanish into thin air.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bespell Weapon,Free,,Sorcerer,Wizard,,,,,,Your most recent action was to cast a non-cantrip spell.,,,,,,once per turn,10,,,,self,,,"You siphon the residual energy from the last spell you cast into one weapon you're wielding. Until the end of your turn, the weapon deals an extra |dice=1d6| 1d6 damage of a type depending on the school of the spell you just cast.

<strong>Abjuration</strong> force damage
<strong>Conjuration or Transmutation</strong> the same type as the weapon
<strong>Divination, Enchantment, or Illusion</strong> mental damage
<strong>Evocation</strong> a type the spell dealt, or force damage if the spell didn't deal damage
<strong>Necromancy</strong> negative damage",,,,,,,,,,,,5,,Bespell Weapon,Bespell Weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silent Spell,1A,,Concentrate,Metamagic,Wizard,,,,,,,,,,,,,,,,self,,,"You've learned how to cast many of your spells without speaking the words of power you would normally need to provide. If the next action you use is Casting a Spell that has a verbal component and at least one other component, you can remove the verbal component. This makes the spell quieter and allows you to cast it in areas where sound can't carry. However, the spell still has visual manifestations, so this doesn't make the spell any less obvious to someone who sees you casting it. When you use Silent Spell, you can choose to gain the benefits of Conceal Spell, and you don't need to attempt a Deception check because the spell has no verbal components.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bond Conservation,1A,Activate Bond Conservation after restoring the first spell. You can then freely restore one expended spell until the end of your next turn. Choose a spell 2 or more levels lower than the first spell cast with Drain Bonded Item.,Manipulate,Metamagic,Wizard,,,,,The last action you used was Drain Bonded Item.,,,,,,,,,,,self,,,"By carefully manipulating the arcane energies stored in your bonded item as you drain it, you can conserve just enough power to cast another, slightly weaker spell. If the next action you use is to Cast a Spell using the energy from Drain Bonded Item, you gain an extra use of Drain Bonded Item. You must use this extra use of Drain Bonded Item before the end of your next turn or you lose it, and you can use this additional use only to cast a spell 2 or more levels lower than the first spell cast with Drain Bonded Item.",,,,,,,,,,,,15,,Bond Conservation,Bond Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overwhelming Energy,1A,,Druid,Manipulate,Metamagic,Sorcerer,Wizard,,,,,,,,,,,,,,self,,,"You alter your spells to overcome resistances. If the next action you use is to Cast a Spell, the spell ignores an amount of the target's resistance to acid, cold, electricity, fire, or sonic damage equal to your level. This applies to all damage the spell deals, including persistent damage and damage caused by an ongoing effect of the spell, such as the wall created by wall of fire. A creature's immunities are unaffected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quickened Casting,Free,,Bard,Concentrate,Metamagic,Sorcerer,Wizard,,,,,,,,,once per day,144000,,,,self,,,"If your next action is to cast a cantrip of the class that gave you Quickened Casting or a spell that is at least 2 levels lower than the highest level spell of that class, reduce the number of actions to cast it by 1 (minimum 1 action).",This can only be used on a cantrip or spell from the class matching the one you gained this feat from.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magic Sense,Free,,Detection,Divination,Sorcerer,Wizard,,,,,Your turn begins or ends.,TRUE,,,,,,,,,self,,,"You have a literal sixth sense for ambient magic in your vicinity. You can sense the presence of magic auras as though you were always using a 1st-level detect magic spell. This detects magic in your field of vision only. When you Seek, you gain the benefits of a 3rd-level detect magic spell on things you see (in addition to the normal benefits of Seeking). You can turn this sense off and on with a free action at the start or the end of your turn.",,,,,,,,,,,,-1,,Magic Sense,Magic Sense,,,,,,,,,,,,,,,,,,,,,,SpellCast,1,Detect Magic,SpellCast,3,Detect Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effortless Concentration,Free,,Bard,Druid,Sorcerer,Wizard,,,,,Your turn begins.,,,,,,,,,,self,,,"You maintain a spell with hardly a thought. You immediately gain the effects of the Sustain a Spell action, allowing you to extend the duration of one of your active class spells.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell Tinker,2A,"For spells where the chosen effect makes a mechanical difference, you can change the effect selection on the condition or select the alternative condition from the conditions menu and set the duration appropriately before removing the original condition.",Concentrate,Wizard,,,,,,,,,,,,,,,,,self,,,"You've learned to alter choices you make when casting spells on yourself. After casting a spell on only yourself that offers several choices of effect (such as resist energy, spell immunity, or a polymorph spell that offers several potential forms), you can alter the choice you made when Casting the Spell (for instance, choosing a different type of damage for resist energy). However, your tinkering weakens the spell's integrity, reducing its remaining duration by half.

You can't use this feat if the benefits of the spell have already been used up or if the effects of the first choice would persist in any way after switching (for instance, if one of the choices was to create a consumable item you already used, or to heal you), or if the feat would create an effect more powerful than that offered by the base spell. The GM is the final arbiter of what Spell Tinker can be applied to.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimble Dodge,Reaction,,Rogue,,,,,,,You are not encumbered.,A creature targets you with an attack and you can see the attacker.,TRUE,,,,,,,,,self,,,"You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,,,,,,,,,,,1,,Nimble Dodge,Nimble Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin Feint,2A,,Rogue,,,,,,,"You are wielding two melee weapons, each in a different hand.",,,,,,,,,,,other,,,"You make a dazzling series of attacks with both weapons, using the first attack to throw your foe offguard against a second attack at a different angle. Make one Strike with each of your two melee weapons, both against the same target. The target is automatically flat-footed against the second attack. Apply your multiple attack penalty to the Strikes normally.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You're Next,Reaction,,Emotion,Fear,Mental,Rogue,,,,,You reduce an enemy to 0 hit points.,,,,,,,,,,other,,Intimidation,"After downing a foe, you menacingly remind another foe that you're coming after them next. Attempt an Intimidation check with a +2 circumstance bonus to Demoralize a single creature that you can see and that can see you. If you have legendary proficiency in Intimidation, you can use this as a free action with the same trigger.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Assessment,1A,,Rogue,Secret,,,,,,,,,,,,,,,,,other,,Perception,"With careful observation during battle, you identify an enemy's strengths and weaknesses. The GM rolls a secret Perception check for you against the Deception or Stealth DC (whichever is higher) of an enemy of your choice who is not concealed from you, hidden from you, or undetected by you, and who is engaged in combat. The GM might apply a penalty for the distance between you and the enemy. The enemy is then temporarily immune to your Battle Assessment for 1 day.",,"The GM chooses two of the following pieces of information about the enemy to tell you: which of the enemy's weaknesses is highest, which of the enemy's saving throws has the lowest modifier, one immunity the enemy has, or which of the enemy's resistances is highest. If the event of a tie, the GM should pick one at random.",The GM chooses one piece of information from the above list to tell you about the enemy.,,The GM gives you false information (the GM makes up the information).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poison Weapon,1A,Apply the poison to the weapon normally.,Manipulate,Rogue,,,,,,You are wielding a piercing or slashing weapon.,,,,,,,,,,,object,,,"You apply a poison to the required weapon; if you're not holding a poison and have a free hand, you can Interact to draw a poison as part of this action. If your next attack with that weapon before the end of your next turn hits and deals damage, it applies the effects of the poison, provided that poison can be delivered by contact or injury. If you critically fail the attack roll, the poison is wasted as normal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive Pursuit,Reaction,,Rogue,,,,,,,,"An adjacent foe moves away from you, and you can reach at least one space adjacent to the foe with a Stride action.",,,,,,,,,,other,,,"You keep pace with a retreating foe. You Stride, but you must end your movement adjacent to the triggering enemy. Your move does not trigger reactions from the triggering enemy. You can use Reactive Pursuit to Burrow, Climb, Fly, or Swim instead of Stride if you have the corresponding movement type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabotage,1A,,Incapacitation,Rogue,,,,,,You have a free hand.,,,,,,,,,,,other,,Thievery,"You subtly damage others' equipment. Choose one item that a creature within your reach wields or carries. The item must have moving parts that you could possibly sabotage (a shortbow could be sabotaged, but a longsword could not). Attempt a Thievery check against the Reflex DC of the creature. Damage dealt by Sabotage can't take the item below its Break Threshold.",,You deal damage equal to four times your Thievery proficiency bonus.,You deal damage equal to double your Thievery proficiency bonus.,,Temporarily immune to your Sabotage for 1 day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twist the Knife,1A,,Rogue,,,,,,,Your last action was a melee Strike that dealt sneak attack damage to a flat-footed target.,,,,,,,,,,,other,,,"After stabbing your opponent in a weak spot, you tear the wound open. You deal persistent bleed damage to the target equal to your number of sneak attack damage dice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delay Trap,Reaction,,Rogue,,,,,,,,A trap within your reach is triggered.,,,,,,,,,,object,,Thievery,"You can jam the workings of a trap to delay its effects. Attempt a Thievery check to Disable a Device on the trap; the DC to do so is increased by 5, and the effects are as follows.",,"You prevent the trap from being triggered, or you delay the activation until the start or end of your next turn (your choice).","You prevent the trap from being triggered, or you delay the activation until the end of your next turn (whichever is worse for you; GM's choice).",No effect.,You're flat-footed until the start of your next turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opportune Backstab,Reaction,,Rogue,,,,,,,,A creature within your melee reach is hit by a melee attack from one of your allies.,,,,,,,,,,other,,,"When your enemy is hit by your ally, you capitalize upon the distraction. Make a Strike against the triggering creature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidestep,Reaction,,Rogue,,,,,,,,The attack roll for a Strike targeting you fails or critically fails.,,,,,,,,,,other,,,"You deftly step out of the way of an attack, letting the blow continue to the creature next to you. You redirect the attack to a creature of your choice that is adjacent to you and within the reach of the triggering attack. The attacker rerolls the Strike's attack roll against the new target.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantastic Leap,2A,,Rogue,,,,,,,,,,,,,,,,,,self,,,"You launch yourself through the air at a foe. Attempt a High Jump or Long Jump. If you attempt a High Jump, determine the distance you can travel using the scale of a Long Jump. At the end of your jump, you can make a melee Strike.

After your Strike, you fall to the ground if you're in the air. If the distance of your fall is no more than the height of your jump, you take no damage and land upright.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felling Shot,2A,,Rogue,,,,,,,,,,,,,,,,,,other,,,"Your ranged attacks can shoot an unprepared foe right out of the air. Make a Strike with a ranged weapon or a thrown weapon against a flat-footed creature. If the Strike is a success and deals damage, the target must attempt a Reflex save against your class DC with the following effects.",,,The target is unaffected.,"The target falls up to 120 feet. If it hits the ground, it takes no damage from the fall.","As failure, and the target can't fiy, jump, levitate, or otherwise leave the ground until the end of your next turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive Interference,Reaction,,Rogue,,,,,,,,An adjacent enemy begins to use a reaction.,,,,,,,,,,other,,,"Grabbing a sleeve, swiping with your weapon, or creating another obstruction, you reflexively foil an enemy's response. If the triggering creature's level is equal to or lower than yours, you disrupt the triggering reaction. If the triggering creature's level is higher than yours, you must make an attack roll against its AC. On a success, you disrupt the reaction.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring from the Shadows,1A,,Flourish,Rogue,,,,,,,,,,,,,,,,,other,,,"Leaping out from hiding, you assail your target when they least expect it. You Stride up to your Speed, but you must end your movement next to an enemy you're hidden from or undetected by. You then Strike that enemy; you remain hidden from or undetected by that creature until after you Strike. You can use Spring from the Shadows while Burrowing, Climbing, Flying, or Swimming instead of Striding if you have the corresponding movement type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defensive Roll,Free,,Rogue,,,,,,,,A physical attack would reduce you to 0 Hit Points.,,,,,once per 10 minutes,1000,,,,self,,,"Dropping into a roll to disperse the force of the blow, you can partially evade a lethal attack and stay conscious. You take half damage from the triggering attack.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instant Opening,1A,,Concentrate,Rogue,,,,,,,,,,,,,,,,,other,,,"You distract your opponent with a few choice words or a rude gesture. Choose a target within 30 feet. It's flat-footed against your attacks until the end of your next turn. Depending on the way you describe your distraction, this action gains either the auditory or visual trait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cognitive Loophole,Reaction,Ignore a single mental effect that meets the requirement.,Rogue,,,,,,,"You are currently affected by a mental effect that you gained by failing, but not critically failing, a saving throw.",Your turn ends.,,,,,,,,,,self,,,"You can find a loophole in a mental effect to temporarily overcome it. Until the end of your next turn, you ignore a single mental effect that meets the requirement. You can suppress a particular effect using Cognitive Loophole only once.",You can use this reaction even if the mental effect is preventing you from using reactions.,,,,,,,,,,,10,,Cognitive Loophole,Cognitive Loophole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dispelling Slice,2A,,Rogue,,,,,,,,,,,,,,,,,,other,,,"Your sneak attack slices through the threads binding magic to a target. Make a Strike against a flat-footed creature (your choice). If your Strike deals sneak attack damage, you attempt to counteract a single spell active on the target. Your counteract level is equal to half your level (rounded up), and your counteract check modifier is equal to your class DC - 10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Distraction,1A,,Rogue,,,,,,,,,,,,,,,,100,,self,,,"You use clever tactics to mislead your foes as you sneak away. You Sneak while leaving a decoy behind. The decoy acts as the spell mislead, though you aren't invisible, just undetected. You can continue to concentrate to move your decoy, as with the spell, whether or not you remain hidden throughout the duration. Once you use Perfect Distraction, you need to spend 10 minutes to set up another decoy before you can use it again.",,,,,,,,,,,,100,,Perfect Distraction,Perfect Distraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Mislead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Distraction: Setup Decoy,10 minutes,,Rogue,,,,,,,,,,,,,,,,,,self,,,You have used up your decoy and can't use Perfect Distraction anymore. You need to spend 10 minutes to set up another decoy before you can use it again.,,,,,,,,,,,,0,,Setup Perfect Distraction Decoy,Setup Perfect Distraction Decoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implausible Infiltration,2A,,Magical,Move,Rogue,,,,,You are adjacent to a floor or vertical wall.,,,,,,,,,,,self,,,"You find tiny holes or imperfections that no one else could see and try to somehow fit yourself through them, possibly moving directly through the wall or floor from one side to the other. Your movement attempt fails if the wall or floor is made of something other than wood, plaster, or stone; is thicker than 10 feet; or contains even a thin layer of metal. If you have a climb Speed, you can use this ability to attempt to move through a ceiling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trickster's Ace,Reaction,"You gain a spell slot for this purpose. When the trigger occurs, you can use the prepared spell as a Reaction. When choosing the spell in the spells menu, you must determine whether the chosen spell fulfills the requirements of Trickster's Ace.",Concentrate,Rogue,,,,,,"When you make your daily preparations, you must specify a trigger for this reaction using the same restrictions as the triggers for the Ready action. You also choose a single spell from the arcane, divine, occult, or primal list of 4th level or lower. The spell can't have a cost, nor can its casting time be more than 10 minutes. The spell must be able to target a single creature, and you must be a valid target for it.",You specify the trigger when you make your daily preparations (see Requirements below).,,,,,,,,,,self,,,"Whether from jury-rigged magic items, stolen magical essence, or other means, you have a contingency in your back pocket for desperate situations. When the trigger occurs, you cause the spell to come into effect. The spell targets only you, no matter how many creatures it would affect normally. If you define particularly complicated conditions, as determined by the GM, the trigger might fail. Once the contingency is triggered, the spell is expended until your next daily preparations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
